e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
01-Sep-2023 04:00 PM,25-Sep-2023 02:00 PM,26-Sep-2023 03:00 PM,"[ABOVEGROUND GI INSTALLATIONS INCLUDING LAST MILE CONNECTIVITY AT CONSUMER END AT DHANBAD SARAIKELA WEST SINGHBHUM MIRZAPUR CHANDAULI SONBHADRA RAISEN SHAJAPUR SEHORE BASTAR CGD PROJECTS Ms GAIL Gas Limited]
																				[05/51/23VF-V1-U999/GAIL Gas/001-ii-05][2023_GAILG_164064_1]",GAIL Gas Limited||EPMC - GAIL Gas Ltd. Noida||Contract and Procurement - EPMC Noida
29-Aug-2023 06:00 PM,19-Sep-2023 02:00 PM,20-Sep-2023 02:00 PM,"[Laying and Construction of Steel Pipeline Network and associated facilities including last]
																				[MEC/23VT/01/51/D2/T12/ER/0012][2023_GAILG_165932_1]",GAIL Gas Limited||EPMC -GAIL Gas Ltd. Bengaluru||Contract and Procurement - EPMC Bengaluru
28-Aug-2023 06:50 PM,20-Sep-2023 02:00 PM,21-Sep-2023 03:00 PM,"[HIRING OF AGENCY FOR LAYING OF UNDERGROUND PE PIPELINES WORKS AND PROVIDING LMC FROM EXISTING CHARGED PE PIPELINES FOR EXISTING INFRASTRUCTURE OF DPNG CONNECTIONS FOR CGD PROJECTS Ms GAIL Gas Limited]
																				[05/51/23VS-VU-VV/GAIL Gas/001-ii-02][2023_GAILG_165393_1]",GAIL Gas Limited||EPMC - GAIL Gas Ltd. Noida||Contract and Procurement - EPMC Noida
22-Aug-2023 06:00 PM,18-Sep-2023 02:00 PM,19-Sep-2023 03:00 PM,"[SUPPLY CONSTRUCTION ERECTION AND COMMISSIONING OF STRUCTURAL MECHANICAL AND ELECTRICAL WORKS FOR CNG STATION AT RETAIL OUTLETS DEALERS STATIONS DECOMPRESSION FACILITIES AT GAJAPATI KANDHAMAL BOUDH AND SONEPUR GA 2 YEARS ANNUAL RATE CONTRACT ARC]
																				[05/51/U999/GAIL GAS/001-iv][2023_GAILG_161301_1]",GAIL Gas Limited||EPMC - GAIL Gas Ltd. Noida||Contract and Procurement - EPMC Noida
17-Aug-2023 06:00 PM,19-Sep-2023 02:00 PM,20-Sep-2023 03:00 PM,"[PERMANENT CATHODIC PROTECTION PCP WORKS FOR 4 GAs AND 5 GAs CGD PROJECT 2 YEARS ARC OF Ms GAIL Gas Limited]
																				[05/51/23V1-VF/GAIL GAS/001-iii][2023_GAILG_163601_1]",GAIL Gas Limited||EPMC - GAIL Gas Ltd. Noida||Contract and Procurement - EPMC Noida
15-Sep-2023 06:30 PM,12-Oct-2023 02:00 PM,13-Oct-2023 02:00 PM,"[SKM/B378-999-MA-T-6115/1043]
																				[SKM/B378-999-MA-T-6115/1043  ][2023_GAIL_167662_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
15-Sep-2023 06:00 PM,05-Oct-2023 02:00 PM,06-Oct-2023 03:00 PM,"[REPAIRING OF FINANCE RECORD ROOM]
																				[20114392][2023_GAIL_167789_1]",GAIL (India) Limited||GAIL India Limited- Hazira
15-Sep-2023 05:00 PM,05-Oct-2023 02:00 PM,06-Oct-2023 02:00 PM,"[AKR/B378-000-WB-MR-3332/268]
																				[AKR/B378-000-WB-MR-3332/268][2023_GAIL_167657_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
15-Sep-2023 02:30 PM,17-Oct-2023 02:00 PM,18-Oct-2023 02:00 PM,"[AKR/B726-999-LA-T-8501/1002 - TENDER FOR LICENSOR SELECTIONFOR IPA UNIT AT GAIL USAR ]
																				[AKR/B726-999-LA-T-8501/1002][2023_GAIL_167731_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
14-Sep-2023 06:30 PM,04-Oct-2023 01:00 PM,05-Oct-2023 01:30 PM,"[BALANCE CIVIL JOBS AT VARIOUS STATIONS  UNDER KG BASIN IN C/W PRP - II PROJECT]
																				[GAIL/3130/C AND P/SR/C-25/2023/GVR][2023_GAIL_167696_1]",GAIL (India) Limited||GAIL India Limited- Rajahmundry
14-Sep-2023 06:00 PM,03-Oct-2023 01:00 PM,04-Oct-2023 01:00 PM,"[PROVIDING SECURITY CARETAKING AND LOSS PREVENTION SERVICES FOR RR/SV INSTALLATIONS FOR GUJARAT REGION UNDER GAIL JHABUA THROUGH NIC PORTAL]
																				[GAIL/JHA/CP/SR/24/2023][2023_GAIL_166724_1]",GAIL (India) Limited||GAIL India Limited- Jhabua
14-Sep-2023 05:35 PM,29-Sep-2023 03:00 PM,03-Oct-2023 03:00 PM,"[EMPANELMENT OF CONSULTANTS FOR FINANCIAL APPRAISAL OF PROJECTS AND OTHER FINANCIAL SERVICES]
																				[GAIL/ND/CNP/C542/2023-24][2023_GAIL_167708_1]",GAIL (India) Limited||GAIL India Limited- Corporate Office New Delhi
14-Sep-2023 05:00 PM,03-Oct-2023 01:00 PM,04-Oct-2023 02:00 PM,"[AKR/B378-000-WA-MR-3303/263]
																				[AKR/B378-000-WA-MR-3303/263][2023_GAIL_163914_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
14-Sep-2023 05:00 PM,05-Oct-2023 02:00 PM,06-Oct-2023 02:00 PM,"[AKR/B378-000-WF-MR-3340/271]
																				[AKR/B378-000-WF-MR-3340/271][2023_GAIL_167618_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
14-Sep-2023 04:00 PM,04-Oct-2023 01:00 PM,05-Oct-2023 01:30 PM,"[CONTRACT FOR CONSTRUCTION OF MULTIPURPOSE BOX COURT AT GODAVARI VIHAR  TOWNSHIP OF GAIL KG BASIN]
																				[GAIL/3130/C AND P/SR/C-26/2023/SKK][2023_GAIL_167652_1]",GAIL (India) Limited||GAIL India Limited- Rajahmundry
13-Sep-2023 05:00 PM,10-Oct-2023 02:00 PM,11-Oct-2023 02:00 PM,"[RJ/B378-000-WA-MR-3307/267]
																				[RJ/B378-000-WA-MR-3307/267][2023_GAIL_165757_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
09-Sep-2023 04:00 PM,28-Sep-2023 02:00 PM,29-Sep-2023 02:30 PM,"[AMC FOR SERVICE/MAINTENANCE OF GAS DETECTOR AT GAIL DURGAPUR FOR 2 YEARS]
																				[GAIL/RNC/C and P/2023/SN-120][2023_GAIL_167052_1]",GAIL (India) Limited||GAIL India Limited- Ranchi
06-Sep-2023 06:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 03:00 PM,"[MECHANICAL AND ELECTRICAL WORKS FOR CONSTRUCTION OF CNG STATIONS AT BHUBANESHWAR AND CUTTACK GEOGRAPHICAL AREAS 2 YEARS ARC]
																				[05/51/Q7NT/GAIL/001-iv-09][2023_GAIL_166479_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||MECON LIMITED-PMC
06-Sep-2023 05:00 PM,05-Oct-2023 03:00 PM,06-Oct-2023 03:00 PM,"[CONTRACT FOR RENOVATION OF DBO, 1ST, 2ND, 3RD AND 4TH FLOOR OF GAIL CORPORATE OFFICE BUILDING AT BHIKAJI CAMA PLACE, NEW DELHI]
																				[GAIL/ND/HR-C AND P/048/2023-24][2023_GAIL_166908_1]",GAIL (India) Limited||GAIL India Limited- Corporate Office New Delhi||HR-C and P-Corporate Office New Delhi
06-Sep-2023 05:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[PROCUREMENT OF LUBRICANTS FOR PTA PLANT GMPL MANGALORE SEZ FOR TWO YEARS PERIOD ON RATE CONTRACT BASIS.]
																				[GAIL/GMPL/20114336/SS][2023_GAIL_166821_1]",GAIL (India) Limited||GAIL India Limited- Pata
05-Sep-2023 06:55 PM,25-Sep-2023 02:00 PM,26-Sep-2023 03:00 PM,"[PROCUREMENT OF 1200 SCMH GAS ENGINE DRIVEN CNG COMPRESSORS 1 YEAR ARC]
																				[05/51/Q7NT/GAIL/031-03][2023_GAIL_166478_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||MECON LIMITED-PMC
05-Sep-2023 06:00 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:30 PM,"[PROCUREMENT OF SHIFTING TROLLEY AND HAND PALLET TRUCK AT GAIL MANGALORE PETROCHEMICALS LIMITED, MANGALORE SEZ (ERSTWHILE M/S JBF PETROCHEMICALS LTD)]
																				[GAIL/PA23/20114486/366/FN][2023_GAIL_166401_1]",GAIL (India) Limited||GAIL India Limited- Pata
05-Sep-2023 04:30 PM,19-Sep-2023 02:00 PM,20-Sep-2023 02:00 PM,"[B378-999-8519-BPM-003/1003]
																				[B378-999-8519-BPM-003/1003][2023_GAIL_166536_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
04-Sep-2023 06:00 PM,25-Sep-2023 02:00 PM,26-Sep-2023 02:30 PM,"[HIRING OF COMPOSITE GUEST HOUSE FACILITY AT BENGALURU]
																				[GAIL/DBPL/BLR/GH/HR/2023/2][2023_GAIL_166436_1]",GAIL (India) Limited||GAIL India Limited- Bengaluru
04-Sep-2023 05:30 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:00 PM,"[RJ/B378-200-YZ-MR-2470/245]
																				[RJ/B378-200-YZ-MR-2470/245][2023_GAIL_162894_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
02-Sep-2023 09:00 AM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[HIRING OF CONSULTANT TO STUDY THE OPPORTUNITIES IN TELECOM AND DATA CENTRE BUSINESS]
																				[GAIL/NOIDA/CNP/GT/23076][2023_GAIL_165279_1]",GAIL (India) Limited||GAIL India Limited- Noida
01-Sep-2023 06:00 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:00 PM,"[RJ/B378-000-WB-MR-3336/272]
																				[RJ/B378-000-WB-MR-3336/272][2023_GAIL_166194_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
01-Sep-2023 05:30 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:00 PM,"[AKR/B378-000-WB-MR-3330/273]
																				[AKR/B378-000-WB-MR-3330/273][2023_GAIL_166062_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
01-Sep-2023 05:00 PM,25-Sep-2023 02:00 PM,26-Sep-2023 03:00 PM,"[PROCUREMENT OF HELIUM GAS, H2S GAS, H2O GAS AND CH4 GAS CYLINDER FOR GAIL HAZIRA]
																				[GAIL/HAZ/CNP/FL23P/INSTR/23-24][2023_GAIL_166352_1]",GAIL (India) Limited||GAIL India Limited- Hazira
31-Aug-2023 06:50 PM,19-Sep-2023 02:00 PM,20-Sep-2023 03:00 PM,"[SHIFTING OF LCNG STATION FROM BHUBANESHWAR MANCHESWAR TO KHORDA TANGI]
																				[05/51/Q7NT/GAIL/001-iv-08][2023_GAIL_166211_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||MECON LIMITED-PMC
29-Aug-2023 02:50 PM,12-Oct-2023 02:00 PM,13-Oct-2023 02:00 PM,"[DC/B378-000-YC-MR-1451/521]
																				[DC/B378-000-YC-MR-1451/521][2023_GAIL_165367_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
29-Aug-2023 02:00 PM,18-Sep-2023 02:00 PM,19-Sep-2023 03:00 PM,"[PAINTING OF GAS PIPELINES AND VARIOUS STATIONERY EQUIPMENTS/STRUCTURES]
																				[GAIL/HZR/CP/FL32C/MECH/23-24][2023_GAIL_165682_1]",GAIL (India) Limited||GAIL India Limited- Hazira
29-Aug-2023 02:00 PM,20-Sep-2023 01:00 PM,21-Sep-2023 02:00 PM,"[PROCUREMENT OF MOLECULAR SIEVES FOR GAIL (INDIA) LIMITED, GAS PROCESSING UNIT, GANDHAR ]
																				[GAIL/GDR/LPG/CNP/OPSN/2K2301][2023_GAIL_165623_1]",GAIL (India) Limited||GAIL India Limited- Gandhar
25-Aug-2023 06:00 PM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[PROCUREMENT OF RADIANT COIL ASSEMBLY FOR GCU-I AT GAIL PATA]
																				[GAIL/PATA/CNP/20112201/PSN][2023_GAIL_162770_1]",GAIL (India) Limited||GAIL India Limited- Pata
23-Aug-2023 06:00 PM,20-Sep-2023 02:00 PM,21-Sep-2023 02:00 PM,"[DC/B378-000-YS-MR-1750/235]
																				[DC/B378-000-YS-MR-1750/235][2023_GAIL_165419_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
22-Aug-2023 11:00 AM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,"[ELECTRICIFICATION JOB AT DIFFERENT LOCATIONS OF SHED AND BUILDING INSIDE PATA PLANT]
																				[GAIL/PATA/20111220/MD][2023_GAIL_164913_1]",GAIL (India) Limited||GAIL India Limited- Pata
18-Aug-2023 12:30 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:00 PM,"[AKR/B378-000-YD-MR-2640/256]
																				[AKR/B378-000-YD-MR-2640/256][2023_GAIL_163251_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
16-Aug-2023 04:00 PM,04-Oct-2023 02:00 PM,05-Oct-2023 02:00 PM,"[AK/B378-000-YI-MR-1301/262]
																				[AK/B378-000-YI-MR-1301/262][2023_GAIL_164579_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
04-Aug-2023 03:00 PM,29-Sep-2023 03:00 PM,03-Oct-2023 03:00 PM,"[SITC OF UNMS OSS FOR GAIL NETWORK]
																				[GAIL/NOIDA/CNP/GT/23058][2023_GAIL_163178_1]",GAIL (India) Limited||GAIL India Limited- Noida
02-Aug-2023 01:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:00 PM,"[DC/B378-000-WX-MR-3287/242]
																				[DC/B378-000-WX-MR-3287/242][2023_GAIL_153807_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
13-Jul-2023 06:30 PM,21-Sep-2023 02:00 PM,22-Sep-2023 02:00 PM,"[DC/B378-000-YI-MR-1300/250]
																				[DC/B378-000-YI-MR-1300/250][2023_GAIL_159227_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
30-Jun-2023 04:00 PM,28-Sep-2023 02:00 PM,29-Sep-2023 02:00 PM,"[DC/B378-000-YT-MR-1410/247]
																				[DC/B378-000-YT-MR-1410/247][2023_GAIL_157487_1]",GAIL (India) Limited||Project Management Consultant-PMC for GAIL India Ltd||ENGINEERS INDIA LIMITED-PMC
30-Aug-2023 12:00 PM,20-Sep-2023 01:00 PM,21-Sep-2023 03:00 PM,"[procurement of throw away carbide inserts]
																				[HMB/PUR/22/TL/184761/062-6383][2023_HEC_166083_1]",Heavy Engineering Corporation Limited||Heavy Machine Building Plant - HEC||Purchase-HMBP - HEC
16-Sep-2023 05:00 PM,22-Sep-2023 03:00 PM,23-Sep-2023 03:15 PM,"[Appointment of Internal Auditors]
																				[HCL/CO/IA/2023-24][2023_HCL_167964_1]",Hindustan Copper Limited||Corporate Office - Kolkata||Materials and Contracts Department
15-Sep-2023 05:45 PM,05-Oct-2023 02:30 PM,06-Oct-2023 03:00 PM,"[RFQ 10531 Construction of Rainwater Harvesting Structure at KCC.]
																				[RFQ10531 Const. of Rainwater Harvesting Structure][2023_HCL_167873_1]",Hindustan Copper Limited||Khetri Copper Complex - Rajasthan||Contract Cell
14-Sep-2023 12:15 PM,04-Oct-2023 02:30 PM,05-Oct-2023 03:00 PM,"[RFQ 10455A White washing/Colour washing/Painting at KCC and KCM plant area during 2023-25]
																				[RFQ10455A White/Washing of KCC/KCM][2023_HCL_167642_1]",Hindustan Copper Limited||Khetri Copper Complex - Rajasthan||Contract Cell
14-Sep-2023 12:00 PM,04-Oct-2023 02:30 PM,05-Oct-2023 03:00 PM,"[RFQ 10526 Construction of Compost Machine Foundation with Shade in KCC township area at Nursery]
																				[RFQ10526 Const. of Compost M/C Foundation][2023_HCL_167629_1]",Hindustan Copper Limited||Khetri Copper Complex - Rajasthan||Contract Cell
11-Sep-2023 03:30 PM,03-Oct-2023 02:30 PM,04-Oct-2023 03:00 PM,"[RFQ 10524 Whitewashing, Distempering, Painting etc in newly allotted quarters (All Types) and Other areas of KCC and KCM Township for the period of Two Years]
																				[RFQ 10524][2023_HCL_167247_1]",Hindustan Copper Limited||Khetri Copper Complex - Rajasthan||Contract Cell
09-Sep-2023 06:40 PM,25-Sep-2023 03:00 PM,26-Sep-2023 03:30 PM,"[Tender for Sale of Copper Concentrate of Malanjkhand Copper Project, Khetri Copper Complex and Indian Copper Complex Origin]
																				[HCL/CO/MKTG/CONC/23-24/01 ][2023_HCL_167138_1]",Hindustan Copper Limited||Corporate Office - Kolkata||Marketing Department
22-Jul-2023 09:00 AM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,"[CAPACITY ENHANCEMENT OF TAILING DAM OF MALANJKHAND]
																				[HCL/M and C/MCP/TAILING DAM/2023][2023_HCL_161986_1]",Hindustan Copper Limited||Malanjkhand Copper Project - Madhya Padesh||Materials and Contracts Department
06-Jul-2023 06:00 PM,22-Sep-2023 03:00 PM,23-Sep-2023 03:00 PM,"[Enquiry No.HCL/MCP/2022-23/132KV AUGMENTATION OF 132KV MAIN RECEIVING STATION (MRS)]
																				[Tender Enquiry No.HCL/MCP/2022-23/132KV][2023_HCL_160134_1]",Hindustan Copper Limited||Malanjkhand Copper Project - Madhya Padesh||Materials and Contracts Department
15-Sep-2023 06:10 PM,06-Oct-2023 01:00 PM,07-Oct-2023 02:30 PM,"[AMCC PGI Chandigarh _Supply , Installation and Commissioning of MGPS,MOT with OT Integration and PTTS Combined]
																				[HITES/PCD/AMCC/01/SERVICES/ 23-24][2023_HITE_167722_1]",HITES
02-Sep-2023 04:00 PM,18-Sep-2023 11:30 AM,19-Sep-2023 11:30 AM,"[Balance common services works viz Fire fighting, UG tank and Pump Room, WTP, ETP, STP (Including Collection Chamber), Sewer line, Effluent line and Substation work and allied Civil works, etc. in National Capital Region]
																				[HITES/IDN/BW/2023-24][2023_HITE_165908_1]",HITES
25-Aug-2023 06:55 PM,25-Sep-2023 03:00 PM,26-Sep-2023 03:00 PM,"[SITC of Addressable Fire Alarm System At Nursing College JIPMER, Puducherry.]
																				[HITES/FM/JIPMER/FIRE23-24/1][2023_HITE_165781_1]",HITES
25-Aug-2023 05:00 PM,21-Sep-2023 01:00 PM,22-Sep-2023 02:30 PM,"[PROCUREMENT OF MEDICAL GAS PIPELINE SYSTEM (MGPS) and MODULAR OPERATION THEATER (MOT)]
																				[HITES/PCD/PMSSY-IV/35/ MGPS-MOT/2023-24][2023_HITE_165724_1]",HITES
24-Aug-2023 04:15 PM,03-Oct-2023 02:00 PM,04-Oct-2023 03:00 PM,"[Supply of Laundry System]
																				[HITES/PCD/PMSSY-III-IV/ 01/23-24][2023_HITE_165582_1]",HITES
22-Aug-2023 06:45 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,"[SITC of VRVor VRF type Air-Conditioning systems for Centralized Skill Lab at Academic Centre , JIPMER]
																				[HITES/FM/JIPMER/AC/23-24/002 ][2023_HITE_165334_1]",HITES
22-Aug-2023 06:10 PM,22-Sep-2023 03:00 PM,23-Sep-2023 03:00 PM,"[Interior modification for converting Third floor exam hall into Simulation center at JAC, JIPMER]
																				[HITES/FM/JIPMER/C/23-24/002][2023_HITE_165328_1]",HITES
22-Aug-2023 02:00 PM,28-Sep-2023 01:00 PM,29-Sep-2023 02:30 PM,"[Battery Drill System(Orthopedic operated Drill System)]
																				[HITES/PCD/RML/04/ORTHO/23-24 ][2023_HITE_165238_1]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Nanodrop spectrophotometer]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_15]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Microwave digestion system]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_10]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Ambulatory BP Monitor]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_26]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Real time PCR machine]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_11]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Conventional PCR]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_12]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Agarose gel electophoresis apparatus]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_13]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Agarose gel electrophoresis-UV transilluminator-Gel Documentation system]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_14]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Real Time PCR Machine  ]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_20]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Single Channel transcutaneous oxygen monitor]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_21]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Autostainer for cytology]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_16]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Immunofluorescence Microscope with camera and software]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_17]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Autoanalyzer immunoassay (chemiluminescence based)]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_22]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Rigid Bronchoscope Set(Adult and Paediatric)]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_18]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Video Bronchoscope]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_19]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Platform pedography system]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_23]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Point of Care device (Cardiac Biomarker)]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_27]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[High End Echocardiography system (4D ECHO)]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_25]",HITES
10-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Portable Echocardiography System]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_24]",HITES
10-Aug-2023 12:00 PM,28-Sep-2023 01:00 PM,28-Sep-2023 02:30 PM,"[Biplane DSA Unit]
																				[HITES/PCD/AIIMS PATNA/RT-04/23-24][2023_HITE_164027_1]",HITES
10-Aug-2023 11:00 AM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Super Microsurgical System]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_7]",HITES
10-Aug-2023 11:00 AM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Western blot apparatus with power supply]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_8]",HITES
10-Aug-2023 11:00 AM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Inverted phase contrast microscope with PC]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_9]",HITES
10-Aug-2023 11:00 AM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Video Endoscopy System and Full Endoscopic Lumbar Set]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_6]",HITES
09-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[High Dose Rate Brachytherapy System]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_5]",HITES
09-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Repetitive Transcranial Magnetic Stimulator (RTMS)]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_3]",HITES
09-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Basic Repetitive Transcranial Magnetic Stimulator (RTMS)]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_1]",HITES
09-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Transcranial Doppler System (TCD Machine)]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_2]",HITES
09-Aug-2023 06:00 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[CR System]
																				[HITES/PCD/AIIMS-IV/ 70/Mix/2023-24][2023_HITE_163943_4]",HITES
05-Aug-2023 06:55 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Portable]
																				[HITES/PCD/RML/03/MIX/23-24][2023_HITE_163545_6]",HITES
05-Aug-2023 06:55 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Supply of 2D ECHO Machine]
																				[HITES/PCD/RML/03/MIX/23-24][2023_HITE_163545_2]",HITES
05-Aug-2023 06:55 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Supply of Intra Aortic Balloon pump]
																				[HITES/PCD/RML/03/MIX/23-24][2023_HITE_163545_3]",HITES
05-Aug-2023 06:55 PM,25-Sep-2023 01:00 PM,26-Sep-2023 02:30 PM,"[Supply of CRRT Machine]
																				[HITES/PCD/RML/03/MIX/23-24][2023_HITE_163545_5]",HITES
